code,name,description,material,size,fragm,cultlayer,execorg,survyear,image_file,match_rule,has_image,group_key,material_raw,type,type_is_missing,part,part_is_missing,integrity,integrity_is_missing,material_is_missing,label_is_uncertain,split
КБ-2014-Р1-0222,Тарелка,"Тарелки фаянсовой с зеленой полосой по краю и гербом РСФСР (серп и молот. Колосья пшеницы, и лозунг""…ТАНИЕ ПУТЬ К социализму"" края фрагменты",фаянс,мелкие,Фрагмент,Техногенный слой/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0222_orig.jpg,startswith,1,КБ-2014-Р1-0222,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-0247,Тарелка,"Тарелки фарфоровой с клеймом ""Фабрика ….нецова…"" фрагмент",фарфор,"5,5х3 см",Фрагмент,Техногенный слой/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0247_orig.jpg,startswith,1,КБ-2014-Р1-0247,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-0281,Тарелка,Тарелки фарфоровой с неровным краем клеймом на дне зеленым цветом в виде монограммы А II над монограммой корона РИ фрагмент,фарфор,D 12 см,Фрагмент,Техногенный слой/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0281_orig.jpg,startswith,1,КБ-2014-Р1-0281,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,test
КБ-2014-Р1-0320,Тарелка,Тарелки фаянсовой с голубым растительным рисунком края фрагмент,фаянс,D 27 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0320_orig.jpg,startswith,1,КБ-2014-Р1-0320,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-0378,Тарелка,Тарелки фарфоровой с золотой каймой по краю и изображением герба РИ (двуглавый орел),фарфор,D 26 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0378_orig.jpg,startswith,1,КБ-2014-Р1-0378,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,test
КБ-2014-Р1-0400,Блюдце,Блюдца фарфорового с коричневым пейзажным рисунком внутри края фрагмент,фарфор,D 15 см,Фрагмент,Мешаный серый суглинок/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0400_orig.jpg,startswith,1,КБ-2014-Р1-0400,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-0426,Блюдце,"Блюдца фарфорового с растительным орнаментом и клеймом на дне ""Братьев …новьевых""",фарфор,D 14 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0426_orig.jpg,startswith,1,КБ-2014-Р1-0426,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-0427,Блюдце,Блюдца фарфорового с синим растительным рисунком и золотой окантовкой фрагмент,фарфор,D 14 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0427_orig.jpg,startswith,1,КБ-2014-Р1-0427,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-0446,Блюдце,"Блюдца фарфорового с клеймом на дне ""завода  С.Т. Кузнецова в Риге"" фрагмент",фарфор,D 9 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0446_orig.jpg,startswith,1,КБ-2014-Р1-0446,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0,test
КБ-2014-Р1-0547,Игрушка,Игрушки фаянсовой солдатика с зеленой росписью пуговицы синего цвета (нет головы и ног),фаянс,6 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0547_orig.jpg,startswith,1,КБ-2014-Р1-0547,Фаянс,прочее,1,часть не указана,1,фрагмент,0,0,0,val
КБ-2014-Р1-0679,Блюдце,Блюдца фарфорового с сиреневым растительным рисунками  фрагмент,фарфор,D 15 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0679_orig.jpg,startswith,1,КБ-2014-Р1-0679,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-0716,Тарелка,"Тарелки фарфоровой глубокой с зеленой полосой  по краю клеймо на дне монограмма  ""АII"" над ней корона РИ  фрагмент",фарфор,"D дна 11,5 D венчика 24 см",Фрагмент,Заполнение,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0716_orig.jpg,startswith,1,КБ-2014-Р1-0716,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-0718,Тарелка,Тарелки фаянсовой с подглазурным клеймом (не читается) фрагмент,фаянс,D 13 см,Фрагмент,Заполнение,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0718_orig.jpg,startswith,1,КБ-2014-Р1-0718,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,val
КБ-2014-Р1-0719,Блюдце,"Блюдца фарфорового рифленого внутри на дне двурядное клеймо ""Ф М САНАШОВА"" фрагмент",фарфор,"D 5,2 см",Фрагмент,Заполнение,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0719_orig.jpg,startswith,1,КБ-2014-Р1-0719,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р1-0780,Блюдце,"Блюдца фарфорового с синей полосой по краю и золотым орнаментом внутри и КРУГОВЫМ клеймом ""…РСФСР МКМП…"" фрагмент",фарфор,D 14 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0780_orig.jpg,startswith,1,КБ-2014-Р1-0780,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-0782,Блюдце,Блюдце фарфоровое с золотыми полосками по краю растительно-геометрическим рисунком внутри и клеймом снаружи в виде герба РСФСР и набора букв (?),фарфор,D 15 см,Целый,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-0782_orig.jpg,startswith,1,КБ-2014-Р1-0782,Фарфор,блюдце,0,часть не указана,1,целый,0,0,1,train
КБ-2014-Р1-1032,Блюдце,"Блюдца фарфорового с геометрическим рисунком и бордовыми полосами по кругу клеймом на дне и вдавленной буквой ""И""  фрагмент",фарфор,D 8 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1032_orig.jpg,startswith,1,КБ-2014-Р1-1032,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-1033,Тарелка,"Тарелки фарфоровой с клеймом на дне ""братьев Корниловых въ Петербург"" придонной части фрагмент",фарфор,6х4 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1033_orig.jpg,startswith,1,КБ-2014-Р1-1033,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-1101,Тарелка,"Тарелки фаянсовой с клеймом на дне ""им.М.И.КАЛИНИНА  Н.К.М.П. Р.С.Ф.С.Р. Дна фрагмент",фаянс,"D 11,5 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1101_orig.jpg,startswith,1,КБ-2014-Р1-1101,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-1299,Тарелка,"Тарелки фарфоровой с клеймом на дне ""…LLEROY…CH"" и вдавленная ""3"" фрагмент",фарфор,D 23 см,Фрагмент,Под уровнем известняка,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1299_orig.jpg,startswith,1,КБ-2014-Р1-1299,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-1304,Блюдце,"Блюдца фарфорового с зеленой каймой по краю и клеймом на дне ""…КРАСНЫЙ ФАРФОРИСТ г. ЧУДОВО"" фрагмент",фарфор,D 14 см,Фрагмент,Заполнение помещения,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1304_orig.jpg,startswith,1,КБ-2014-Р1-1304,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-1388,Тарелка,"Тарелки фарфоровой с синим цветочным рисунком внутри придонной части фрагмент клеймо снаружи вдавлено ""Мeissen…2 1/2""  подглазурно синим ""Meissen…39""",фарфор,D 13 см,Фрагмент,Техногенный слой/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1388_orig.jpg,startswith,1,КБ-2014-Р1-1388,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-1464,Изразец,"Изразца красноглиняного с белой поливой   с клеймом внутри ""…ПОСПЪЕВ…""лицевой пластины фрагмент",керамика,10х7 см,Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1464_orig.jpg,startswith,1,КБ-2014-Р1-1464,Глина,изразец,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-1489,Изразец,Изразца красноглиняного с белой поливой лицевой пластины фрагмент,керамика,16х10х7 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1489_orig.jpg,startswith,1,КБ-2014-Р1-1489,Глина,изразец,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р1-1508,Тарелка,"Тарелки фарфоровой с клеймом на дне ""АII"" дна фрагмент",фарфор,,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1508_orig.jpg,startswith,1,КБ-2014-Р1-1508,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0,val
КБ-2014-Р1-1518,Тарелка,"Тарелки фаянсовой с клеймом на дне ""KPM DRGY LING SRUSCH"" Дна фрагмент",фаянс,5х9 см,Фрагмент,Мешанная коричневая супесь с включениями (слоистые подсыпки)/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1518_orig.jpg,startswith,1,КБ-2014-Р1-1518,Фаянс,тарелка,0,часть не указана,1,фрагмент,0,0,0,val
КБ-2014-Р1-1539,Блюдце,Блюдца фарфорового с цветочным и геометрическим орнаментов на дне клеймо профиля фрагмент,фарфор,D 15 см,Фрагмент,Слой разрушения дома/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1539_orig.jpg,startswith,1,КБ-2014-Р1-1539,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,train
КБ-2014-Р1-1540,Блюдце,Блюдца фарфорового с голубым рисунком внутри профиля фрагмент,фарфор,D 14 см,Фрагмент,Слой разрушения дома/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1540_orig.jpg,startswith,1,КБ-2014-Р1-1540,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,val
КБ-2014-Р1-1541,Блюдце,Блюдца фарфорового с коричневой геометрической росписью по краю внутри и клеймом снаружи профиль,фарфор,D 14 см,Фрагмент,Техногенный слой/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1541_orig.jpg,startswith,1,КБ-2014-Р1-1541,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,train
КБ-2014-Р1-1568,Блюдце,Блюдца фарфорового  с монохромным цветочным рисунком внутри неровным краем профиля фрагмент,фарфор,D 15 см,Фрагмент,Техногенный слой/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р1-1568_orig.jpg,startswith,1,КБ-2014-Р1-1568,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,val
КБ-2014-Р2-0056,Блюдце,Блюдце фаянсовое с голубоватой (?) поливой и растительным и геометрическим синим орнаментом профиль,фаянс,"Двен=16; Ддон=7,8; выс=2,5 см",Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0056_orig.jpg,startswith,1,КБ-2014-Р2-0056,Фаянс,блюдце,0,профиль,0,фрагмент,0,0,1,train
КБ-2014-Р2-0088,Тарелка,Тарелка фаянсовая с рельефным краем и растительным декольным зеленым орнаментом профиль с клеймом на донце,фаянс,"Двен=16; Ддон=10; выс=1,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0088_orig.jpg,startswith,1,КБ-2014-Р2-0088,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,val
КБ-2014-Р2-0091,Крышка,Чайника фарфорового с полихромным цветочным и линейным декольным орнаментом крышка,фарфор,"Д=4,5; выс=2,5 см",Целый,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0091_orig.jpg,startswith,1,КБ-2014-Р2-0091,Фарфор,крышка,0,часть не указана,1,целый,0,0,0,train
КБ-2014-Р2-0092,Блюдце,Блюдце фарфоровое с зеленым линейным орнаментом по краю внутри и клеймом на донце фр-ое,фарфор,"Двен=14; Ддон=8; выс=3,2 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0092_orig.jpg,startswith,1,КБ-2014-Р2-0092,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0094,Тарелка,"Тарелки фарфоровой с растительным полихромным орнаментом внутри, с рельефным краем и клеймом на донце, профиль",фарфор,"Двен=18; Ддон=10; выс=2,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0094_orig.jpg,startswith,1,КБ-2014-Р2-0094,Фарфор,тарелка,0,донце,0,фрагмент,0,0,0,test
КБ-2014-Р2-0127,Тарелка,Тарелки фаянсовой с растительным полихромным орнаментом внутри донца клейменого фр-т,фаянс,Д=11 см,Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0127_orig.jpg,startswith,1,КБ-2014-Р2-0127,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0128,Крышка,Сосуда фарфорового рельефной крышки профиль,фарфор,"Д=4; выс=1,3 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0128_orig.jpg,startswith,1,КБ-2014-Р2-0128,Фарфор,крышка,0,профиль,0,фрагмент,0,0,0,train
КБ-2014-Р2-0130,Блюдце,Блюдце фарфоровое с клеймом на донце фр-ое,фарфор,"Двен=15,5; Ддон=8; выс=2,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0130_orig.jpg,startswith,1,КБ-2014-Р2-0130,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0132,Блюдце,Блюдце фарфоровое с полихромным пейзажным орнаментом и клеймом на донце профиль,фарфор,"Двен=ок159; Ддон=; выс=2,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0132_orig.jpg,startswith,1,КБ-2014-Р2-0132,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0133,Крышка,Чайника фарфорового с полихромным цветочным декольным орнаментом крышка,фарфор,"Д=4,5; выс=3 см",Целый,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0133_orig.jpg,startswith,1,КБ-2014-Р2-0133,Фарфор,крышка,0,часть не указана,1,целый,0,0,0,train
КБ-2014-Р2-0185,Крышка,Сосуда фаянсового с синей поливой снаружи и внутри со сквозными отверстиями крышки профиль,фаянс,Д=10; выс=2 см,Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0185_orig.jpg,startswith,1,КБ-2014-Р2-0185,Фаянс,крышка,0,профиль,0,фрагмент,0,0,0,train
КБ-2014-Р2-0189,Блюдце,Блюдца фарфорового с полихромным цветочным и рельефным орнаментом внутри профиль,фарфор,Двен=14; Ддон=8; выс=2 см,Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0189_orig.jpg,startswith,1,КБ-2014-Р2-0189,Фарфор,блюдце,0,профиль,0,фрагмент,0,0,0,train
КБ-2014-Р2-0197,Тарелка,Тарелки миниатюрной фарфоровой с полихромным и рельефным орнаментом внутри профиль,фарфор,"Двен=7,5; Ддон=4,5; выс=1,3 см",Фрагмент,Слой 3а/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0197_orig.jpg,startswith,1,КБ-2014-Р2-0197,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,test
КБ-2014-Р2-0211,Блюдце,"Блюдца фарфорового с золотым линейным и буквенным синим орнаментом внутри и клеймом на донце, профиль",фарфор,"Двен=не определен; Ддон=8; выс=2,2 см",Фрагмент,Слой 3а/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0211_orig.jpg,startswith,1,КБ-2014-Р2-0211,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,val
КБ-2014-Р2-0218,Блюдце,"Блюдце фарфоровое с полихромным линейным и растительным орнаментом внутри и клеймом на донце, фр-ое",фарфор,"Двен=14,5; Ддон=8,5; выс=2,5 см",Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0218_orig.jpg,startswith,1,КБ-2014-Р2-0218,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0221,Крышка,Сосуда фарфорового со сквозными отверстиями и золотым орнаментом крышки фр-т,фарфор,Д=не определен см,Фрагмент,Слой 3а/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0221_orig.jpg,startswith,1,КБ-2014-Р2-0221,Фарфор,крышка,0,часть не указана,1,фрагмент,0,0,0,test
КБ-2014-Р2-0320,Изразец,Изразца светлоглиняного плоского с черным геометрическим и растительным орнаментом фр-т,керамика,"10+ х 9 х 1,5; рум=2 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0320_orig.jpg,startswith,1,КБ-2014-Р2-0320,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0,test
КБ-2014-Р2-0323,Миска,"Миски красноглиняной с зелено-коричневой поливой внутри с белым волновым и линейным белым орнаментом, профиль",керамика,Двен=20; Ддон=10; выс=6 см,Фрагмент,Слой 3а/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0323_orig.jpg,startswith,1,КБ-2014-Р2-0323,Керамика,миска,0,профиль,0,фрагмент,0,0,0,val
КБ-2014-Р2-0331,Тарелка,Тарелки миниатюрной фарфоровой с полихромным и рельефным орнаментом внутри профиль,фарфор,"Двен=8; Ддон=4,5; выс=1,5 см",Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0331_orig.jpg,startswith,1,КБ-2014-Р2-0331,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,val
КБ-2014-Р2-0332,Крышка,Сосуда красноглиняного с белой внутри и коричневой снаружи крышка фр-ая,керамика,"Д=13,5; выс=5 см",Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0332_orig.jpg,startswith,1,КБ-2014-Р2-0332,Керамика,крышка,0,часть не указана,1,фрагмент,0,0,0,train
КБ-2014-Р2-0337,Изразец,Изразец угловой карнизный светлоглиняный с белой поливой,керамика,"14 х 15 х 2; рум=5,5 см",Целый,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0337_orig.jpg,startswith,1,КБ-2014-Р2-0337,Керамика,изразец,0,часть не указана,1,целый,0,0,0,train
КБ-2014-Р2-0338,Изразец,Изразец карнизный светлоглиняный с белой поливой,керамика,"23,5 х 10 х 2; рум=5 см",Целый,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0338_orig.jpg,startswith,1,КБ-2014-Р2-0338,Керамика,изразец,0,часть не указана,1,целый,0,0,0,train
КБ-2014-Р2-0340,Изразец,Изразец угловой карнизный светлоглиняный с белой поливой,керамика,"17 х 14 х 2; рум=5,5 см",Целый,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0340_orig.jpg,startswith,1,КБ-2014-Р2-0340,Керамика,изразец,0,часть не указана,1,целый,0,0,0,train
КБ-2014-Р2-0361,Тарелка,"Тарелка фарфоровая с линейным красным, желтым и рельефным орнаментом внутри, с клеймом на донце",фарфор,"Двен=21,5; Ддон=13; выс=2,5 см",Фрагмент,Слой 4,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0361_orig.jpg,startswith,1,КБ-2014-Р2-0361,Фарфор,тарелка,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0370,Миска,"Мисочка прозрачного стекла с рельефным краем и рельефным орнаментом звезд снаружи, профиль",стекло,"Двен=13,5; Ддон=5,5; выс=3 см",Фрагмент,Слой 4,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0370_orig.jpg,startswith,1,КБ-2014-Р2-0370,Стекло,миска,0,профиль,0,фрагмент,0,0,0,train
КБ-2014-Р2-0394,Тарелка,Тарелки миниатюрной фарфоровой с черным линейным орнаментом внутри профиль,фарфор,"Двен=6,3; Ддон=4; выс=1 см",Фрагмент,Слой 4,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0394_orig.jpg,startswith,1,КБ-2014-Р2-0394,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,test
КБ-2014-Р2-0395,Блюдце,"Блюдца фарфорового с коричневы линейным орнаментом внутри, с клеймом на донце, профиль",фарфор,Двен=14; Ддон=8; выс=3 см,Фрагмент,Слой 4,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0395_orig.jpg,startswith,1,КБ-2014-Р2-0395,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0430,Блюдце,Блюдца фарфорового с полихромным растительным орнаментом внутри профиль с клеймом на донце,фарфор,Двен=13; Ддон=8; выс=3 см,Фрагмент,Слой 3а,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0430_orig.jpg,startswith,1,КБ-2014-Р2-0430,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0431,Блюдце,Блюдца фарфорового с полихромным растительным орнаментом внутри профиль с клеймом на донце,фарфор,Двен=13; Ддон=8; выс=3 см,Фрагмент,Слой 3а,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0431_orig.jpg,startswith,1,КБ-2014-Р2-0431,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0432,Блюдце,Блюдца фарфорового с полихромным растительным орнаментом внутри профиль с клеймом на донце,фарфор,Двен=15; Ддон=7; выс=4 см,Фрагмент,Слой 3а,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0432_orig.jpg,startswith,1,КБ-2014-Р2-0432,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,test
КБ-2014-Р2-0435,Крышка,Сосуда красноглиняного с коричневой снаружи и белой поливой внутри крышка,керамика,"Д=8,5; выс=4 см",Целый,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0435_orig.jpg,startswith,1,КБ-2014-Р2-0435,Керамика,крышка,0,часть не указана,1,целый,0,0,0,val
КБ-2014-Р2-0459,Блюдце,"Блюдце фарфоровое с полихромным растительным орнаментом внутри и клеймом на донце, фр-ое",фарфор,"Двен=13,5; Ддон=8; выс=3 см",Фрагмент,Слой 3а,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0459_orig.jpg,startswith,1,КБ-2014-Р2-0459,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0478,Тарелка,Тарелка голубого прозрачного стекла с рельефным орнаментом снаружи фр-ая,стекло,"Двен=14,5; Ддон=6,5; выс=2,5 см",Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0478_orig.jpg,startswith,1,КБ-2014-Р2-0478,Стекло,тарелка,0,часть не указана,1,фрагмент,0,0,0,test
КБ-2014-Р2-0484,Миска,Миски белоглиняной с нагаром и следами черной поливы снаружи и внутри профиль,керамика,"Двен=16,5; Ддон=6,5; выс=6 см",Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0484_orig.jpg,startswith,1,КБ-2014-Р2-0484,Керамика,миска,0,профиль,0,фрагмент,0,0,0,val
КБ-2014-Р2-0485,Миска,Миски (?) с ручкой белоглиняного с нагаром и частичной зеленой поливой снаружи и внутри профиль,керамика,"Двен=22; Ддон=13; выс=5,5 см",Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0485_orig.jpg,startswith,1,КБ-2014-Р2-0485,Керамика,миска,0,профиль,0,фрагмент,0,0,1,train
КБ-2014-Р2-0492,Крышка,"Сосуда парфюмерного фарфорового с золотым линейным орнаментом снаружи и клеймом внутри, крышка",фарфор,"Д=5,3; выс=2 см",Целый,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0492_orig.jpg,startswith,1,КБ-2014-Р2-0492,Фарфор,крышка,0,часть не указана,1,целый,0,0,0,train
КБ-2014-Р2-0532,Тарелка,Тарелка фаянсовая с рельефным краем и растительным и пейзажным декольным синим орнаментом фр-ая с клеймом на донце,фаянс,"Двен=24; Ддон=14; выс=2,5 см",Фрагмент,Слой 4,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0532_orig.jpg,startswith,1,КБ-2014-Р2-0532,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0555,Тарелка,"Тарелки фаянсовой с желтой поливой снаружи и внутри со следами нагара, клеймом на донце, профиль",фаянс,Д=не определен см,Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0555_orig.jpg,startswith,1,КБ-2014-Р2-0555,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
КБ-2014-Р2-0558,Блюдце,"Блюдца фаянсового с черным растительным и сюжетным декольным орнаментом внутри и клеймом на донце, профиль",фаянс,"Двен=16; Ддон=7; выс=2,5 см",Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0558_orig.jpg,startswith,1,КБ-2014-Р2-0558,Фаянс,блюдце,0,донце,0,фрагмент,0,0,0,train
